"title","class","bin_class"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"Iphone 6+ black new","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"apple iphone 6 plus – in box","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
"t-mobile iPhone 6 plus","6+","1"
