category,create_date,title,country,price,area,state,location,subarea,class,bin_class
cell phones,3/3/15 20:24,Unlocked Black iPhone 4S 32 GB,US,150,atlanta,GA, (Cumming),all atlanta,4s,1
cell phones,3/3/15 20:24,IPhone 5 (Black/Sprint),US,180,atlanta,GA,,all atlanta,5,1
cell phones,3/2/15 13:23,APPLE IPHONE 4 8GB (ATT),US,75,atlanta,GA,,all atlanta,4,1
cell phones,3/2/15 13:42,sprint iphone 5s,US,250,atlanta,GA, (atlanta),all atlanta,5s,1
cell phones,3/2/15 13:46,Iphone 4S 64GB (jailbroken)factory unlocked,US,200,atlanta,GA, (Atlanta),all atlanta,4s,1
cell phones,3/2/15 13:47,White iPhone 5c 16G Sprint,US,200,atlanta,GA, (Douglasville),all atlanta,5c,1
cell phones,3/2/15 14:06,Iphone 4 16gb AT&amp;T,US,120,atlanta,GA, (Atlanta),all atlanta,4,1
cell phones,3/2/15 14:10,Black &amp; White iphone 4s for sale 16GB Sprint,US,150,atlanta,GA, (Morrow),all atlanta,4s,1
cell phones,3/2/15 14:31,IPhone 5 unlocked att perfect condition come with otter box,US,230,atlanta,GA, (Smyrna),all atlanta,5,1
cell phones,3/2/15 14:37,iPhone 4 Sprint 8GB,US,105,atlanta,GA, (Lawrenceville),all atlanta,4,1
cell phones,3/2/15 14:43,32GB AT&amp;T iPhone 5 Space Grey,US,140,atlanta,GA,,all atlanta,5,1
cell phones,3/2/15 14:52,NEW factory unlocked iPhone 5 32 gb with case $300 or best offer,US,300,atlanta,GA, (N Atlanta),all atlanta,5,1
cell phones,3/2/15 14:57,iPhone 5S 32GB AT&amp;T BLACK in Great Condition!,US,300,atlanta,GA, (North Druid Hills),all atlanta,5s,1
cell phones,3/2/15 15:09,iphone 5s sprint,US,250,atlanta,GA, (duluth),all atlanta,5s,1
cell phones,3/2/15 15:14,Brand New IPhone 6,US,725,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,3/2/15 15:18,BRAND NEW - T-Mobile iPhone 6+ 16GB Gold/White CLEAN IMEI GUARANTEED!!,US,660,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,3/2/15 15:20,iPhone 6 plus unlocked (in box),US,800,atlanta,GA, (Atlanta),all atlanta,6+,1
cell phones,2/28/15 18:19,Iphone 6 space grey 16gb unlocked (new unopened box),US,595,atlanta,GA, (Sandy Springs),all atlanta,6,1
cell phones,2/28/15 18:37,gold &amp; white iphone 6+,US,600,atlanta,GA,,all atlanta,6+,1
cell phones,2/28/15 19:02,iPhone 6 sprint bad esn,US,300,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/28/15 19:39,iPhone 6 sprint bad esn,US,300,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/28/15 20:36,Sprint iphone 6 bad esn,US,330,atlanta,GA, (Lawrwncevillw),all atlanta,6,1
cell phones,2/28/15 21:08,iPhone 5 black 16 g w/ otter box $200 verizon,US,200,atlanta,GA, (Morrow),all atlanta,5,1
cell phones,2/28/15 22:32,iphone 5s,US,150,atlanta,GA, (lawrenceville),all atlanta,5s,1
cell phones,2/28/15 22:57,iPhone 4s Verizon,US,100,atlanta,GA, (Lithonia),all atlanta,4s,1
cell phones,3/1/15 0:14,iphone 4s,US,100,atlanta,GA, (69 heaton hills),all atlanta,4s,1
cell phones,3/1/15 0:37,Iphone 5 white AT&amp;T,US,250,atlanta,GA, (peachtree city),all atlanta,5,1
cell phones,3/1/15 1:41,Apple iPhone 6 - 64GB - Silver (Verizon),US,600,atlanta,GA,,all atlanta,6,1
cell phones,3/1/15 2:53,iphone 5s,US,100,atlanta,GA, (stockbridge ga),all atlanta,5s,1
cell phones,3/1/15 3:31,iPhone 4S Black 5GB (ATT),US,100,atlanta,GA,,all atlanta,4s,1
cell phones,3/1/15 4:37,iPhone 4 w/ cracked screen $80,US,80,atlanta,GA,,all atlanta,4,1
cell phones,2/26/15 20:11,iPhone 5 32gb with two cases,US,220,atlanta,GA,,all atlanta,5,1
cell phones,2/26/15 20:38,iPhone 6 space gray 16gb - NEW - T-Mobile,US,600,atlanta,GA, (Alpharetta/Cumming),all atlanta,6,1
cell phones,2/26/15 21:46,Tmobile IPhone 6,US,700,atlanta,GA, (Tucker),all atlanta,6,1
cell phones,2/26/15 22:36,need. iphone 5s sprint,US,200,atlanta,GA, (roswell),all atlanta,0,0
cell phones,2/26/15 23:24,White sprint iPhone 5 | 64gb,US,180,atlanta,GA, (Lilburn),all atlanta,5,1
cell phones,2/27/15 0:22,iPhone 5C blue NO PAYPAL,US,300,atlanta,GA, (Hapeville),all atlanta,5c,1
cell phones,2/27/15 8:47,iPhone 6 - 16gb - Space Gray Tmobile,US,590,atlanta,GA, (marietta),all atlanta,6,1
cell phones,2/27/15 8:56,iPhone 6 (16gb) t-mobile SPACE GRAY,US,600,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,2/27/15 9:08,IPhone 5S - 16gb,US,400,atlanta,GA, (douglasville),all atlanta,5s,1
cell phones,2/27/15 9:12,iPhone 4S,US,120,atlanta,GA, (Suwanee),all atlanta,4s,1
cell phones,2/27/15 9:41,Great Deal... Reduced Price... Factory Unlocked IPHONE 5S!,US,350,atlanta,GA, (Decatur),all atlanta,5s,1
cell phones,2/27/15 10:55,AT&amp;T iPhone 4s Factory Unlocked 16g,US,140,atlanta,GA,,all atlanta,4s,1
cell phones,2/24/15 17:46,New iphone 6 plus,US,400,atlanta,GA,,all atlanta,6+,1
cell phones,2/24/15 17:50,Black iPhone 4 16GB CDMA (Verizon / Sprint) for sale,US,65,atlanta,GA," (Riverdale, GA)",all atlanta,4,1
cell phones,2/24/15 17:59,Apple iPhone 5 Black 16GB w/ OtterBox,US,250,atlanta,GA, (Cobb Country),all atlanta,5,1
cell phones,2/24/15 18:51,IPHONE 4 80$$,US,80,atlanta,GA, (Covington),all atlanta,4,1
cell phones,2/24/15 18:57,Iphone 4s,US,200,atlanta,GA, (lawrenceville ga),all atlanta,4s,1
cell phones,2/24/15 19:21,Sprint iPhone 5,US,100,atlanta,GA, (Gwinnett),all atlanta,5,1
cell phones,2/24/15 19:44,Verizon iPhone 5c-16GB,US,200,atlanta,GA,,all atlanta,5c,1
cell phones,2/24/15 19:52,iPhone 6 Customized RED/ factory unlocked with box and original Gold Back includ,US,550,atlanta,GA, (Norcross),all atlanta,6,1
cell phones,2/24/15 20:22,iPhone 5 16g black $200 firm,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/24/15 21:38,iPhone 4,US,100,atlanta,GA, (Alpharetta),all atlanta,4,1
cell phones,2/24/15 21:49,iPhone 5s Gold AT&amp;T used.,US,200,atlanta,GA,,all atlanta,5s,1
cell phones,2/24/15 22:31,iPhone 4S Verizon phone,US,80,atlanta,GA, (Sharpsburg),all atlanta,4s,1
cell phones,2/25/15 0:12,"Apple iPhone 6plus 64GB space grey,gold ATT",US,750,atlanta,GA, (Roswell),all atlanta,6+,1
cell phones,2/25/15 0:42,iPhone 5 AT&amp;T,US,180,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,2/25/15 0:54,iPhone 4,US,110,atlanta,GA, (Marietta),all atlanta,4,1
cell phones,2/22/15 23:27,IPhone 5c SPRINT,US,170,atlanta,GA, (Conyers),all atlanta,5c,1
cell phones,2/23/15 4:14,$199!!IPHONE 4 NO SCRATCHES/CRACKS NEW SPIDERMAN CASE,US,199,atlanta,GA, (conyers),all atlanta,4,1
cell phones,2/23/15 4:40,IPHONE 5 sprint,US,200,atlanta,GA, (Suwanee),all atlanta,5,1
cell phones,2/23/15 7:33,Apple iPhone 6 Plus,US,400,atlanta,GA, (Mall Of Ga),all atlanta,6+,1
cell phones,2/23/15 8:02,iPhone 5 S GOLD Sprint,US,200,atlanta,GA, (downtown),all atlanta,5s,1
cell phones,2/23/15 8:20,iPhone 5 sprint white and silver clean imei,US,170,atlanta,GA, (snellville),all atlanta,5,1
cell phones,2/23/15 8:27,White IPhone 5c At&amp;T,US,200,atlanta,GA, (Riverdale),all atlanta,5c,1
cell phones,2/23/15 9:29,Like new iPhone 5s for T-Mobile,US,330,atlanta,GA, (Norcross),all atlanta,5c,1
cell phones,2/23/15 10:08,iPhone 5s space gray,US,325,atlanta,GA, (Woodstock),all atlanta,5s,1
cell phones,2/23/15 10:10,iPhone 5 16 GB out-of-the-box refurbished,US,250,atlanta,GA, (Stockbridge),all atlanta,5s,1
cell phones,2/23/15 10:13,***W-T-B Brand New or Used Iphone Ipad Macbook,US,899,atlanta,GA," (Marietta, Woodstock)",all atlanta,0,0
cell phones,2/23/15 10:17,Iphone 5s 32gb black ATT AT&amp;T Apple,US,350,atlanta,GA," (Roswell, GA)",all atlanta,5s,1
cell phones,2/23/15 10:55,Verizon iPhone 4,US,100,atlanta,GA, (Winder ga),all atlanta,4,1
cell phones,2/20/15 22:35,New Black iPhone 6 with 2 cases and Tempered Glass Screen Protector,US,600,atlanta,GA, (Buckhead/Brookhaven),all atlanta,6,1
cell phones,2/20/15 23:11,iPhone 5c,US,190,atlanta,GA, (norcross),all atlanta,5c,1
cell phones,2/21/15 0:53,Iphone 4s for sale,US,150,atlanta,GA, (Gwinnette),all atlanta,4s,1
cell phones,2/21/15 5:58,T MOBILE IPHONE 4 MINT CONDITION NEW SPIDERMAN CASE SWAP FOR??????????,US,199,atlanta,GA, (conyers),all atlanta,4,1
cell phones,2/21/15 7:53,Verizon iPhone 5- 16 GBs,US,225,atlanta,GA,,all atlanta,5,1
cell phones,2/21/15 8:37,iPhone 4 and free life proof case,US,95,atlanta,GA, (snellville),all atlanta,4,1
cell phones,2/21/15 10:22,iPhone 6 Silver Sprint 64GB UNLOCKED,US,500,atlanta,GA, (Smyrna),all atlanta,6,1
cell phones,2/21/15 10:42,iphone 5s 64 gig,US,450,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,2/21/15 11:11,BUNDLE! Sprint IPhone 5s gold &amp; Sprint IPhone 5 black.,US,250,atlanta,GA, (Stockbridge),all atlanta,0,0
cell phones,2/21/15 11:39,iPhone 5s unlocked white and gold for any carrier,US,270,atlanta,GA, (McDonald's),all atlanta,5s,1
cell phones,2/21/15 11:43,iPhone 5s sprint Gold,US,120,atlanta,GA, (Camp creek),all atlanta,5s,1
cell phones,2/19/15 17:03,iPhone,US,160,atlanta,GA, (Atlanta),all atlanta,0,1
cell phones,2/19/15 17:10,iPhone 6 and 6+ Sprint Bad esn,US,700,atlanta,GA, (Dunwoody),all atlanta,0,0
cell phones,2/19/15 17:10,iPhone 6 plus 128gb gold bad esn sprint,US,450,atlanta,GA, (Chamblee),all atlanta,6+,1
cell phones,2/19/15 17:12,iPhone 5c iOS 8.1,US,150,atlanta,GA, (stonemountain),all atlanta,5c,1
cell phones,2/19/15 17:41,iPhone 4 White Unlocked! Metro Pcs and other carriers! CMR Repairs,US,125,atlanta,GA, (Douglasville),all atlanta,4,1
cell phones,2/19/15 17:55,APPLE IPHONE 5S UNLOCKED GREY IN GREAT CONDITION,US,330,atlanta,GA, (lawrenceville ga),all atlanta,5s,1
cell phones,2/19/15 17:55,iPhone 5C 16GB AT&amp;T GSM Unlocked Pink,US,280,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/19/15 18:10,iPhone 5 perfect condition,US,200,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/19/15 18:19,New iPhone 5C GSM Unlocked White 8GB,US,320,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/19/15 18:22,AT&amp;T 16 gb iPhone 5s (white),US,300,atlanta,GA, (Cumming),all atlanta,5s,1
cell phones,2/19/15 18:28,APPLE IPHONE 5S 16B AT&amp;T WHITE/SILVER,US,300,atlanta,GA, (lawrenceville ga),all atlanta,5s,1
cell phones,2/19/15 19:00,Sprint Pink iPhone 5c,US,250,atlanta,GA," (Newnan, GA)",all atlanta,5c,1
cell phones,2/19/15 19:18,**LIKE NEW 16GB iPhone 6 Space Gray Verizon FACTORY UNLOCKED**,US,580,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6,1
cell phones,2/17/15 22:27,FOR SALE mint condition iPhone 6 - 16GB Space Gray,US,610,atlanta,GA, (Dunwoody),all atlanta,6,1
cell phones,2/17/15 22:56,iPhone 4S - Sprint 16gb,US,100,atlanta,GA, (Westside),all atlanta,4s,1
cell phones,2/18/15 0:14,Iphone 4 32Gb AT&amp;T Unlocked.,US,140,atlanta,GA, (Alpharetta),all atlanta,4,1
cell phones,2/18/15 0:21,Iphone 4 16Gb AT&amp;T.,US,110,atlanta,GA, (Alpharetta),all atlanta,4,1
cell phones,2/18/15 1:24,iphone 4s verizon barter to sprint or T-mobile or unlock iphone 4s,US,85,atlanta,GA, (Duluth),all atlanta,4s,1
cell phones,2/18/15 1:24,iphone 4s verizon or pageplus,US,75,atlanta,GA, (duluth),all atlanta,4s,1
cell phones,2/18/15 8:09,Iphone 6 - 64 g.Unlocked sold in box.,US,430,atlanta,GA,,all atlanta,6,1
cell phones,2/18/15 8:21,Sprint blue iPhone 5c perfect condition esn clear,US,150,atlanta,GA, (Ellenwood),all atlanta,5c,1
cell phones,2/18/15 8:26,iPhone 4 AT&amp;T 16gig brand new today sale only!!!!,US,65,atlanta,GA, (Jonesboro),all atlanta,4,1
cell phones,2/18/15 9:21,Iphone 5S for sell $300 or Best Offer-Like New-Memory 16GB -Tmobile,US,300,atlanta,GA, (Atlanta),all atlanta,5s,1
cell phones,2/18/15 9:54,"iPhone 5c Seriously inquiries only please, all other inquiries be turned down",US,475,atlanta,GA, (Woodstock),all atlanta,5c,1
cell phones,2/18/15 10:08,Iphone 5s 64gb Verizon,US,325,atlanta,GA,,all atlanta,5s,1
cell phones,2/18/15 10:16,Apple iPhone 4S Verizon,US,100,atlanta,GA, (norcross),all atlanta,4s,1
cell phones,2/18/15 10:49,selling iphone 5s - White Gold price is $300 or best offer,US,300,atlanta,GA, (Duluth),all atlanta,5s,1
cell phones,2/18/15 11:04,"New iPhone 5s, Gold, 16GB",US,450,atlanta,GA, (South Atlanta),all atlanta,5s,1
cell phones,2/18/15 11:06,IPhone 6 sprint locked,US,300,atlanta,GA, (Sandy springs),all atlanta,6,1
cell phones,2/18/15 11:19,Iphone 6 and Iphone 6 Plus 16gb 64gb 128gb factory unlocked,US,500,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,2/18/15 11:52,iphone 6 great condition serious inquiries only please,US,500,atlanta,GA, (Atlanta),all atlanta,6,1
cell phones,2/18/15 12:24,iphone 4s,US,75,atlanta,GA,,all atlanta,4s,1
cell phones,2/18/15 12:34,Apple iPhone 5s White/Silver 16gb AT&amp;T Carrier,US,300,atlanta,GA, (Grant Park),all atlanta,5s,1
cell phones,2/18/15 12:51,Brand New Sprint iPhone 6 &amp; 6 plus for sale,US,400,atlanta,GA, (atlanta),all atlanta,0,0
cell phones,2/18/15 13:19,iphone 5 att 32 gigs otter box excelent,US,240,atlanta,GA,,all atlanta,5,1
cell phones,2/18/15 13:22,"WTB iPhone 5s, 32 gb+, unlocked or ATT, Tmobile",US,325,atlanta,GA, (cobb county),all atlanta,5s,1
cell phones,2/18/15 13:32,**iphone 5 GREAT SHAPE OTTER BOX GREAT DEAL APPLE iphone 5***16gb,US,300,atlanta,GA, (jonesboro),all atlanta,5,1
cell phones,2/18/15 13:39,iphone 6 sprint black,US,450,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,2/18/15 14:18,iPhone 4s 64gb Unlocked FOR SALE,US,175,atlanta,GA, (Alpharetta),all atlanta,5s,1
cell phones,2/18/15 14:18,iPhone 5 AT&amp;T,US,200,atlanta,GA, (atlanta),all atlanta,5,1
cell phones,2/18/15 14:23,Unlocked ATT Apple iPhone 4,US,120,atlanta,GA,,all atlanta,4,1
cell phones,2/18/15 14:35,MINT 64GB iPhone 4S Black Verizon CLEAN ESN,US,200,atlanta,GA," (Express Electronics, Duluth)",all atlanta,4s,1
cell phones,2/18/15 14:58,Iphone 5 16 GB With Otterbox Defender Case,US,200,atlanta,GA," (Atlanta, GA)",all atlanta,5,1
cell phones,2/18/15 15:06,"BUYING IPHONE 5s, 6, 6 PLUS, NOTE 4",US,450,atlanta,GA, (cobb county),all atlanta,0,0
cell phones,2/18/15 15:46,IPHONE 6 PLUS 64 GIG ATT GRAY,US,700,atlanta,GA,,all atlanta,6+,1
cell phones,2/18/15 16:18,Apple iPhone 5 - 16GB - White &amp; Silver (AT&amp;T) Smartphone,US,150,atlanta,GA, (buckhead),all atlanta,5,1
cell phones,2/18/15 16:18,iPhone 6Plus,US,550,atlanta,GA, (South side),all atlanta,6+,1
cell phones,2/18/15 17:14,Unlocked iphone 5s 64 gb!!,US,400,atlanta,GA,,all atlanta,5s,1
cell phones,2/18/15 18:41,Apple iPhone 5 64GB AWS GSM Black Factory Unlocked with Box,US,300,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/18/15 19:40,Iphone 5 w/ Charger,US,200,atlanta,GA, (midtown atlanta),all atlanta,5,1
cell phones,2/18/15 19:52,Iphone 5C,US,350,atlanta,GA, (lawrenceville ga),all atlanta,5c,1
cell phones,2/18/15 19:53,Nice AT&amp;T 16g 4s iphone with original screen,US,125,atlanta,GA, (Buford),all atlanta,4s,1
cell phones,2/18/15 20:54,iPhone 5 unlocked w box,US,225,atlanta,GA, (HHI),all atlanta,5,1
cell phones,2/18/15 20:57,Iphone 5c Green,US,260,atlanta,GA, (Canton),all atlanta,5c,1
cell phones,2/18/15 22:21,IPhone 5c,US,150,atlanta,GA, (Decatur),all atlanta,5c,1
cell phones,2/18/15 22:56,Selling 2 iPhone 4,US,220,atlanta,GA,,all atlanta,4,1
cell phones,2/18/15 23:01,iphone 5 Black/Grey,US,240,atlanta,GA, (Kennesaw),all atlanta,5,1
cell phones,2/19/15 1:00,NEW iPhone 6 - 16GB Space Gray - T-mobile Unlocked,US,595,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,2/19/15 1:36,Apple iPhone 5S Verizon Space Grey,US,275,atlanta,GA, (norcross),all atlanta,5s,1
cell phones,2/19/15 7:52,SPRINT IPHONE 5C,US,265,atlanta,GA, (decatur),all atlanta,5c,1
cell phones,2/19/15 8:39,2 brand new iPhone 5 s,US,800,atlanta,GA, (Morrow),all atlanta,0,0
cell phones,2/19/15 9:06,iPhone 5 broken for sale,US,150,atlanta,GA, (Marietta),all atlanta,5,1
cell phones,2/19/15 10:11,iPhone 6 plus gold T-Mobile,US,620,atlanta,GA, (Conyers),all atlanta,6+,1
cell phones,2/19/15 11:28,iPhone 5,US,225,atlanta,GA, (Marietta),all atlanta,5,1
cell phones,2/19/15 11:33,iPhone 4,US,80,atlanta,GA, (Conyers),all atlanta,4,1
cell phones,2/19/15 11:34,"iPhone 6+, 64G Like new",US,800,atlanta,GA, (downtown atl),all atlanta,6+,1
cell phones,2/19/15 11:41,"100 pcs - Certified OEM iphone Charger-6,6plus,5,5S,iPad mini",US,300,atlanta,GA,,all atlanta,0,0
cell phones,2/19/15 12:07,"2 Apple iPhone 4 - 16GB, 8GB ATT Perfect Condition",US,210,atlanta,GA, (South Atlanta),all atlanta,4,1
cell phones,2/19/15 12:11,IPHONE 5s ***Sprint***,US,200,atlanta,GA, (riverdale),all atlanta,5s,1
cell phones,2/19/15 12:11,"need iphone 6plus, trade straight up for iphone 5 AND Galaxy Note 10.1",US,800,atlanta,GA, (midtown atlanta),all atlanta,0,0
cell phones,2/19/15 12:15,iphone 5s white for at&amp;t,US,200,atlanta,GA, (midtown),all atlanta,5s,1
cell phones,2/19/15 12:21,iPhone 3GS AT&amp;T Black Used,US,70,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,3g,1
cell phones,2/19/15 12:33,iPhone 5s,US,160,atlanta,GA,,all atlanta,5s,1
cell phones,2/19/15 12:57,Apple iPhone 5s AT&amp;T,US,350,atlanta,GA, (East Cobb),all atlanta,5s,1
cell phones,2/19/15 13:06,iPhone 6 - 16gb - Space Gray - T-MOBILE,US,610,atlanta,GA, (atlanta),all atlanta,6,1
cell phones,2/19/15 13:21,iPhone 6 (16gb) t-mobile SPACE GRAY,US,605,atlanta,GA,,all atlanta,6,1
cell phones,2/19/15 13:22,AT&amp;T Iphone 5 For Sale,US,245,atlanta,GA, (Lithonia),all atlanta,5,1
cell phones,2/19/15 13:25,iPhone 4s,US,60,atlanta,GA, (Duluth),all atlanta,4s,1
cell phones,2/19/15 13:29,Iphone 5s Gold (Sprint),US,250,atlanta,GA, (Grayson),all atlanta,5s,1
cell phones,2/19/15 13:36,BRAND NEW 64GB iPhone 6 Plus Gold or Silver Verizon FACTORY UNLOCKED,US,770,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,2/19/15 14:28,EXCELLENT - AT&amp;T iPhone 6 Plus 64GB Gold AT&amp;T CLEAN IMEI!!!,US,730,atlanta,GA," (Express Electronics, Duluth)",all atlanta,6+,1
cell phones,2/19/15 14:38,iPhone 5s Sprint - CMR Repairs,US,280,atlanta,GA, (Douglasville),all atlanta,5s,1
cell phones,2/19/15 14:40,Iphone 4s and accessories,US,99,atlanta,GA,,all atlanta,4s,1
cell phones,2/19/15 15:49,**EXCELLENT MINT 32GB iPhone 5S Gold Apple Care + 9/21/16!!,US,420,atlanta,GA," (Express Electronics, Duluth)",all atlanta,5s,1
cell phones,2/19/15 16:13,iPhone 4S 32GB Black GSM Unlocked,US,220,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4s,1
cell phones,2/19/15 16:10,64gb Iphone 6 black/space grey unlocked,US,500,atlanta,GA, (decatur),all atlanta,6,1
cell phones,2/19/15 15:06,BRAND NEW T-Mobile / Metro iPhone 5C Pink - 16GB,US,350,atlanta,GA, (Atlanta),all atlanta,5c,1
cell phones,2/19/15 16:15,"iphone 6+, 64G Like new",US,775,atlanta,GA, (atlanta),all atlanta,6+,1
cell phones,2/19/15 16:24,IPhone 5s Sprint,US,325,atlanta,GA, (Marietta),all atlanta,5s,1
cell phones,2/19/15 16:45,iPhone 5C 16GB AT&amp;T GSM Unlocked Blue,US,250,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,5c,1
cell phones,2/19/15 16:48,iPhone 4S 64GB AT&amp;T GSM Unlocked Black,US,240,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,4s,1
cell phones,2/19/15 19:34,brand new iPhone 6 16gb AT&amp;T,US,550,atlanta,GA, (carrollton),all atlanta,6,1
cell phones,2/19/15 20:41,AT &amp; T iPhone 5 -32 gb,US,250,atlanta,GA," (Stone Mountai, GA)",all atlanta,5,1
cell phones,2/19/15 20:44,iPhone 4S,US,125,atlanta,GA,,all atlanta,4s,1
cell phones,2/19/15 21:18,iphone 4 At&amp;t 32GB,US,75,atlanta,GA, (Cartersville),all atlanta,4,1
cell phones,2/19/15 21:20,iphone 5 AT&amp;T 16GB,US,75,atlanta,GA, (Cartersville),all atlanta,5,1
cell phones,2/19/15 21:29,iPhone 6 unlocked for sale,US,625,atlanta,GA,,all atlanta,6,1
cell phones,2/19/15 21:41,Brand new iPhone 6 for sale!,US,630,atlanta,GA,,all atlanta,6,1
cell phones,2/19/15 21:57,iphone 4s . 32 GB .,US,140,atlanta,GA," (Norcross , Ga)",all atlanta,4s,1
cell phones,2/19/15 22:36,iphone 5,US,200,atlanta,GA, (gainesville),all atlanta,5,1
cell phones,2/20/15 2:35,IPHONE 5S SPACE GREY 64GB AT&amp;T,US,400,atlanta,GA, (Duluth),all atlanta,5s,1
cell phones,2/20/15 2:51,iPhone 6 - 64GB Space Gray,US,700,atlanta,GA, (midtown atlanta),all atlanta,6,1
cell phones,2/20/15 2:52,iPhone 5S 32 GB - White &amp; Silver,US,400,atlanta,GA, (midtown atlanta),all atlanta,5s,1
cell phones,2/20/15 4:08,~!~ UNLOCKED AT&amp;T IPHONE 5 BLACK WITH EXTRAS CLEAN IEMI ~!,US,275,atlanta,GA, (BUFORD HIGHWAY/NORCROSS/DULUTH/GWINNETT/ATLANTA),all atlanta,5,1
cell phones,2/20/15 5:52,Iphone 6 64gb,US,470,atlanta,GA,,all atlanta,6,1
cell phones,2/20/15 7:14,iphone 5 at&amp;t,US,170,atlanta,GA, (Atlanta),all atlanta,5,1
cell phones,2/20/15 7:40,IPhone 5c. sprint,US,150,atlanta,GA,,all atlanta,5c,1
cell phones,2/20/15 8:11,Iphone 5S 16gb Gold sale or TRADE,US,350,atlanta,GA, (Mall of ga),all atlanta,5s,1
cell phones,2/20/15 8:42,Iphone 3g for sale,US,150,atlanta,GA," (Sandy,Springs Atl)",all atlanta,3g,1
cell phones,2/20/15 8:52,iphone 5s,US,220,atlanta,GA,,all atlanta,5s,1
cell phones,2/20/15 8:54,iphone 4s new... trac phone,US,150,atlanta,GA, (cumming),all atlanta,4s,1
cell phones,2/20/15 9:01,iPhone 6 128 gig unlocked grey New,US,900,atlanta,GA, (Buford),all atlanta,6,1
cell phones,2/20/15 9:58,iPhone 5s,US,350,atlanta,GA, (Cumming ga),all atlanta,5s,1
cell phones,2/20/15 10:27,iphone 5/5c/5s front screen,US,65,atlanta,GA, (marietta ga),all atlanta,0,0
cell phones,2/20/15 10:49,iPhone 4s for sale,US,100,atlanta,GA,,all atlanta,4s,1
cell phones,2/20/15 11:41,Trade Nexus 6 32GB For iPhone 6 (AT&amp;T),US,650,atlanta,GA, (Hapeville),all atlanta,0,0
cell phones,2/20/15 11:53,iPhone 5C Unlocked,US,150,atlanta,GA, (Stone Mountain),all atlanta,5c,1
cell phones,2/20/15 12:03,IPhone 5c. sprint,US,150,atlanta,GA,,all atlanta,5c,1
cell phones,2/20/15 12:35,iPhone 5 Sprint for sale or trade,US,150,atlanta,GA,,all atlanta,5,1
cell phones,2/20/15 13:30,iPhone 5 (AT&amp;T) for Trade with Tmobile Phone,US,250,atlanta,GA, (Alpharetta),all atlanta,0,0
cell phones,2/20/15 13:54,iPhone 5 16G AT&amp;T,US,250,atlanta,GA,,all atlanta,5,1
cell phones,2/20/15 13:58,AT&amp;T iPhone 5 Black 16gb- Great Condition,US,140,atlanta,GA,,all atlanta,5,1
cell phones,2/20/15 14:08,Iphone 5 16g White Verizon,US,250,atlanta,GA," (Duluth, Ga)",all atlanta,5,1
cell phones,2/20/15 14:28,New iPhone 5,US,200,atlanta,GA, (NEWNAN),all atlanta,5,1
cell phones,2/20/15 15:07,AT&amp;T black iPhone 4s,US,175,atlanta,GA," (Roswell, ga)",all atlanta,4s,1
cell phones,2/20/15 15:56,iPhone 5 16gb unlocked,US,220,atlanta,GA, (Stone mountain),all atlanta,5,1
cell phones,2/20/15 16:15,BRAND NEW SPRINT iPhone 6 (Gold),US,550,atlanta,GA, (Sandy Springs),all atlanta,6,1
cell phones,2/20/15 16:28,iPhone 3GS AT&amp;T Black Used,US,70,atlanta,GA," (Cool Tech Wireless, Norcross)",all atlanta,3g,1
cell phones,2/20/15 16:30,NEW iPhone 6 64GB Gold GSM Unlocked,US,750,atlanta,GA," (cool tech wireless, Norcross)",all atlanta,6,1
cell phones,2/20/15 16:30,iPhone 6 Plus Silver GSM Unlocked Refurbished,US,700,atlanta,GA," (cool tech wireless, Norcross)",all atlanta,6+,1
cell phones,2/20/15 16:30,iPhone 5S Gold AT&amp;T 16GB Used,US,380,atlanta,GA," (cool tech wireless, Norcross)",all atlanta,5s,1
